"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"10_9","mpnet-base","mpnet","base",0.999,5,3,0.712,0.28,0.402,0.251,377
"10_9","mpnet-base","mpnet","base",0.999,5,4,0.709,0.402,0.513,0.345,547
"10_9","mpnet-base","mpnet","base",0.999,10,1,0.707,0.404,0.514,0.346,552
"10_9","mpnet-base","mpnet","base",0.999,10,2,0.841,0.293,0.435,0.278,334
"10_9","mpnet-base","mpnet","base",0.999,10,3,0.722,0.304,0.428,0.272,405
"10_9","mpnet-base","mpnet","base",0.999,10,4,0.707,0.404,0.514,0.346,552
"10_9","mpnet-base","mpnet","base",0.999,15,1,0.707,0.404,0.514,0.346,552
"10_9","mpnet-base","mpnet","base",0.999,15,2,0.841,0.293,0.435,0.278,334
"10_9","mpnet-base","mpnet","base",0.999,15,3,0.725,0.316,0.44,0.282,419
"10_9","mpnet-base","mpnet","base",0.999,15,4,0.707,0.404,0.514,0.346,552
"10_9","mpnet-base","mpnet","base",0.999,20,1,0.707,0.407,0.517,0.348,555
"10_9","mpnet-base","mpnet","base",0.999,20,2,0.841,0.293,0.435,0.278,334
"10_9","mpnet-base","mpnet","base",0.999,20,3,0.726,0.324,0.448,0.289,430
"10_9","mpnet-base","mpnet","base",0.999,20,4,0.707,0.407,0.517,0.348,555
"10_9","mpnet-base","mpnet","base",0.999,25,1,0.707,0.408,0.517,0.349,556
"10_9","mpnet-base","mpnet","base",0.999,25,2,0.841,0.293,0.435,0.278,334
"10_9","mpnet-base","mpnet","base",0.999,25,3,0.727,0.33,0.454,0.293,436
"10_9","mpnet-base","mpnet","base",0.999,25,4,0.707,0.408,0.517,0.349,556
"10_9","mpnet-base","mpnet","base",0.999,30,1,0.707,0.408,0.517,0.349,556
"10_9","mpnet-base","mpnet","base",0.999,30,2,0.841,0.293,0.435,0.278,334
"10_9","mpnet-base","mpnet","base",0.999,30,3,0.726,0.333,0.457,0.296,441
"10_9","mpnet-base","mpnet","base",0.999,30,4,0.707,0.408,0.517,0.349,556
"8_9","mpnet-base","mpnet","base",0.95,3,1,0.695,0.804,0.746,0.594,432
"8_9","mpnet-base","mpnet","base",0.95,3,2,0.801,0.74,0.769,0.625,355
"8_9","mpnet-base","mpnet","base",0.95,3,3,0.776,0.701,0.737,0.583,299
"8_9","mpnet-base","mpnet","base",0.95,3,4,0.694,0.81,0.748,0.597,435
"8_9","mpnet-base","mpnet","base",0.95,5,1,0.693,0.804,0.744,0.592,433
"8_9","mpnet-base","mpnet","base",0.95,5,2,0.795,0.74,0.767,0.622,357
"8_9","mpnet-base","mpnet","base",0.95,5,3,0.767,0.716,0.741,0.588,309
"8_9","mpnet-base","mpnet","base",0.95,5,4,0.689,0.81,0.745,0.593,438
"8_9","mpnet-base","mpnet","base",0.95,10,1,0.687,0.804,0.741,0.588,436
"8_9","mpnet-base","mpnet","base",0.95,10,2,0.783,0.74,0.761,0.614,362
"8_9","mpnet-base","mpnet","base",0.95,10,3,0.746,0.728,0.737,0.584,323
"8_9","mpnet-base","mpnet","base",0.95,10,4,0.675,0.81,0.736,0.583,446
"8_9","mpnet-base","mpnet","base",0.95,15,1,0.686,0.804,0.74,0.587,437
"8_9","mpnet-base","mpnet","base",0.95,15,2,0.78,0.749,0.764,0.618,367
"8_9","mpnet-base","mpnet","base",0.95,15,3,0.737,0.737,0.737,0.584,331
"8_9","mpnet-base","mpnet","base",0.95,15,4,0.672,0.819,0.738,0.585,452
