"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,3,4,0.527,0.782,0.63,0.46,543
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,5,1,0.597,0.752,0.666,0.499,469
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,5,2,0.507,0.725,0.597,0.426,525
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,5,3,0.571,0.716,0.635,0.466,415
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,5,4,0.486,0.785,0.6,0.429,587
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,10,1,0.596,0.752,0.665,0.498,470
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,10,2,0.445,0.728,0.552,0.382,593
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,10,3,0.491,0.731,0.587,0.416,493
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,10,4,0.433,0.789,0.559,0.388,655
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,15,1,0.594,0.752,0.664,0.497,471
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,15,2,0.415,0.728,0.529,0.359,633
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,15,3,0.453,0.731,0.559,0.388,534
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,15,4,0.406,0.789,0.536,0.366,695
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,20,1,0.594,0.752,0.664,0.497,471
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,20,2,0.394,0.728,0.511,0.344,663
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,20,3,0.428,0.734,0.541,0.37,568
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,20,4,0.388,0.789,0.52,0.351,725
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,25,1,0.594,0.752,0.664,0.497,471
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,25,2,0.374,0.728,0.494,0.328,696
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,25,3,0.402,0.734,0.519,0.351,605
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,25,4,0.37,0.789,0.504,0.336,758
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,30,1,0.594,0.752,0.664,0.497,471
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,30,2,0.36,0.728,0.482,0.318,721
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,30,3,0.384,0.734,0.504,0.338,632
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.95,30,4,0.357,0.789,0.492,0.326,783
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,3,1,0.633,0.746,0.685,0.521,427
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,3,2,0.686,0.586,0.632,0.462,320
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,3,3,0.755,0.671,0.711,0.551,294
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,3,4,0.626,0.749,0.682,0.518,433
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,5,1,0.632,0.746,0.684,0.52,428
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,5,2,0.676,0.586,0.628,0.458,324
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,5,3,0.742,0.686,0.713,0.554,306
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,5,4,0.618,0.749,0.677,0.512,438
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,10,1,0.63,0.746,0.683,0.519,429
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,10,2,0.674,0.586,0.627,0.456,325
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,10,3,0.729,0.698,0.713,0.554,317
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,10,4,0.615,0.749,0.675,0.51,440
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,15,1,0.628,0.746,0.682,0.518,430
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,15,2,0.674,0.586,0.627,0.456,325
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,15,3,0.724,0.698,0.711,0.551,319
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,15,4,0.614,0.749,0.675,0.509,441
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,20,1,0.628,0.746,0.682,0.518,430
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,20,2,0.671,0.586,0.626,0.455,326
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,20,3,0.717,0.698,0.707,0.547,322
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,20,4,0.612,0.749,0.674,0.508,442
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,25,1,0.628,0.746,0.682,0.518,430
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,25,2,0.667,0.586,0.624,0.453,328
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,25,3,0.704,0.698,0.701,0.54,328
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,25,4,0.609,0.749,0.672,0.506,444
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,30,1,0.628,0.746,0.682,0.518,430
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,30,2,0.66,0.586,0.621,0.45,331
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,30,3,0.694,0.698,0.696,0.533,333
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.99,30,4,0.605,0.749,0.669,0.503,447
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,3,1,0.645,0.746,0.692,0.529,419
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,3,2,0.71,0.577,0.637,0.467,305
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,3,3,0.765,0.668,0.713,0.554,289
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,3,4,0.643,0.746,0.691,0.528,420
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,5,1,0.643,0.746,0.691,0.528,420
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,5,2,0.702,0.577,0.633,0.464,308
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,5,3,0.753,0.683,0.716,0.558,300
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,5,4,0.637,0.746,0.687,0.523,424
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,10,1,0.642,0.746,0.69,0.527,421
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,10,2,0.702,0.577,0.633,0.464,308
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,10,3,0.742,0.695,0.718,0.56,310
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,10,4,0.635,0.746,0.686,0.522,425
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,15,1,0.64,0.746,0.689,0.526,422
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,15,2,0.702,0.577,0.633,0.464,308
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,15,3,0.737,0.695,0.715,0.557,312
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,15,4,0.633,0.746,0.685,0.521,426
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,20,1,0.64,0.746,0.689,0.526,422
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,20,2,0.7,0.577,0.633,0.462,309
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,20,3,0.73,0.695,0.712,0.553,315
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,20,4,0.632,0.746,0.684,0.52,427
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,25,1,0.64,0.746,0.689,0.526,422
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,25,2,0.7,0.577,0.633,0.462,309
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,25,3,0.721,0.695,0.708,0.548,319
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,25,4,0.632,0.746,0.684,0.52,427
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,30,1,0.64,0.746,0.689,0.526,422
"8_9","ClinicalBERT-stripped","ClinicalBERT","stripped",0.995,30,2,0.7,0.577,0.633,0.462,309
