"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,15,1,0.573,0.737,0.645,0.476,426
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,15,2,0.567,0.535,0.551,0.38,312
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,15,3,0.712,0.686,0.699,0.537,319
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,15,4,0.552,0.737,0.631,0.461,442
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,20,1,0.573,0.737,0.645,0.476,426
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,20,2,0.56,0.535,0.547,0.377,316
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,20,3,0.697,0.689,0.693,0.53,327
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,20,4,0.547,0.737,0.628,0.458,446
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,25,1,0.573,0.737,0.645,0.476,426
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,25,2,0.555,0.535,0.545,0.374,319
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,25,3,0.689,0.689,0.689,0.525,331
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,25,4,0.543,0.737,0.625,0.455,449
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,30,1,0.573,0.737,0.645,0.476,426
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,30,2,0.546,0.535,0.54,0.37,324
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,30,3,0.676,0.692,0.684,0.519,339
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.99,30,4,0.537,0.737,0.621,0.451,454
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,3,1,0.605,0.737,0.665,0.498,403
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,3,2,0.628,0.526,0.572,0.401,277
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,3,3,0.76,0.659,0.706,0.545,287
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,3,4,0.601,0.737,0.662,0.495,406
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,5,1,0.604,0.737,0.664,0.497,404
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,5,2,0.628,0.526,0.572,0.401,277
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,5,3,0.756,0.674,0.713,0.553,295
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,5,4,0.6,0.737,0.661,0.494,407
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,10,1,0.6,0.737,0.661,0.494,407
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,10,2,0.624,0.526,0.571,0.399,279
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,10,3,0.744,0.686,0.714,0.555,305
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,10,4,0.592,0.737,0.657,0.489,412
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,15,1,0.598,0.737,0.66,0.493,408
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,15,2,0.624,0.526,0.571,0.399,279
"8_9","ClinicalBERT-base-nocode","ClinicalBERT","base",0.995,15,3,0.739,0.686,0.712,0.552,307
