"track","model","family","stripping","similarity_threshold","top_n","flag_combination","precision","recall","f1","accuracy","n_auto_mappings"
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,3,2,0.74,0.764,0.752,0.602,342
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,3,3,0.781,0.701,0.739,0.586,297
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,3,4,0.645,0.819,0.722,0.565,420
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,5,1,0.646,0.816,0.721,0.564,418
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,5,2,0.735,0.764,0.749,0.6,344
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,5,3,0.772,0.716,0.743,0.591,307
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,5,4,0.641,0.819,0.719,0.561,423
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,10,1,0.641,0.816,0.718,0.56,421
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,10,2,0.731,0.764,0.747,0.597,346
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,10,3,0.76,0.728,0.744,0.592,317
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,10,4,0.633,0.819,0.714,0.555,428
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,15,1,0.64,0.816,0.717,0.559,422
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,15,2,0.731,0.764,0.747,0.597,346
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,15,3,0.753,0.737,0.745,0.594,324
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,15,4,0.632,0.819,0.713,0.554,429
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,20,1,0.64,0.816,0.717,0.559,422
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,20,2,0.729,0.764,0.746,0.595,347
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,20,3,0.752,0.74,0.746,0.595,326
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,20,4,0.63,0.819,0.712,0.553,430
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,25,1,0.64,0.816,0.717,0.559,422
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,25,2,0.727,0.764,0.745,0.594,348
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,25,3,0.742,0.74,0.741,0.589,330
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,25,4,0.629,0.819,0.712,0.552,431
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,30,1,0.64,0.816,0.717,0.559,422
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,30,2,0.725,0.764,0.744,0.593,349
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,30,3,0.74,0.74,0.74,0.588,331
"8_9","SapBERT-base-nocode","SapBERT","base",0.95,30,4,0.627,0.819,0.71,0.551,432
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,3,1,0.653,0.813,0.724,0.568,412
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,3,2,0.748,0.743,0.745,0.594,329
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,3,3,0.786,0.698,0.739,0.586,294
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,3,4,0.653,0.813,0.724,0.568,412
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,5,1,0.651,0.813,0.723,0.566,413
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,5,2,0.745,0.743,0.744,0.593,330
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,5,3,0.779,0.713,0.745,0.593,303
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,5,4,0.65,0.813,0.722,0.565,414
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,10,1,0.647,0.813,0.721,0.563,416
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,10,2,0.745,0.743,0.744,0.593,330
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,10,3,0.772,0.725,0.748,0.597,311
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,10,4,0.645,0.813,0.719,0.562,417
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,15,1,0.645,0.813,0.719,0.562,417
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,15,2,0.745,0.743,0.744,0.593,330
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,15,3,0.764,0.734,0.749,0.599,318
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,15,4,0.644,0.813,0.719,0.56,418
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,20,1,0.645,0.813,0.719,0.562,417
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,20,2,0.745,0.743,0.744,0.593,330
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,20,3,0.765,0.737,0.751,0.601,319
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,20,4,0.644,0.813,0.719,0.56,418
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,25,1,0.645,0.813,0.719,0.562,417
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,25,2,0.745,0.743,0.744,0.593,330
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,25,3,0.758,0.737,0.747,0.597,322
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,25,4,0.644,0.813,0.719,0.56,418
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,30,1,0.645,0.813,0.719,0.562,417
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,30,2,0.745,0.743,0.744,0.593,330
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,30,3,0.758,0.737,0.747,0.597,322
"8_9","SapBERT-base-nocode","SapBERT","base",0.99,30,4,0.644,0.813,0.719,0.56,418
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,3,1,0.656,0.813,0.726,0.57,410
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,3,2,0.755,0.743,0.749,0.599,326
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,3,3,0.786,0.698,0.739,0.586,294
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,3,4,0.656,0.813,0.726,0.57,410
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,5,1,0.655,0.813,0.725,0.569,411
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,5,2,0.755,0.743,0.749,0.599,326
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,5,3,0.781,0.713,0.745,0.594,302
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,5,4,0.655,0.813,0.725,0.569,411
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,10,1,0.65,0.813,0.722,0.565,414
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,10,2,0.755,0.743,0.749,0.599,326
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,10,3,0.774,0.725,0.749,0.599,310
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,10,4,0.65,0.813,0.722,0.565,414
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,15,1,0.648,0.813,0.721,0.564,415
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,15,2,0.755,0.743,0.749,0.599,326
"8_9","SapBERT-base-nocode","SapBERT","base",0.995,15,3,0.769,0.734,0.751,0.601,316
