"track","track_label","icd9","group","partners","mean","sd","min","q1","median","q3","max","total","icd9_label","ccs_id","ccs_category"
"8_9","ICD-9-CM to ICDA-8","205","has a reference match",8,33.5,49.8168072613479,8,11.75,17,23.25,156,268,"myeloid leukemia","28","multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","206","has a reference match",1,8,NA,8,8,8,8,8,8,"monocytic leukemia","28","multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","207","has a reference match",66,42.5909090909091,94.1479976130425,7,9,15,26,603,2811,"other specified leukemia","28","multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","208","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"leukemia of unspecified cell type","28","multiple myeloma and leukemias"
"8_9","ICD-9-CM to ICDA-8","209","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"neuroendocrine tumors","10","other cancers"
"8_9","ICD-9-CM to ICDA-8","225","has a reference match",16,14.375,13.5,7,9.75,12,12,64,230,"benign neoplasm of brain and other parts of nervous system","29","other and unspecified benign neoplasm"
"8_9","ICD-9-CM to ICDA-8","239","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"neoplasms of unspecified nature","30","neoplasms of unspecified nature"
"8_9","ICD-9-CM to ICDA-8","240","has a reference match",11,14.2727272727273,7.87516233598913,7,9,12,16.5,33,157,"simple and unspecified goiter","31","thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","241","has a reference match",49,75.0408163265306,290.768805581547,7,8,13,28,2025,3677,"nontoxic nodular goiter","31","thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","242","has a reference match",42,27.4285714285714,73.68162985709,7,8,11,16.5,483,1152,"thyrotoxicosis with or without goiter","31","thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","243","has a reference match",5,25.2,30.9951609126328,7,8,12,19,80,126,"congenital hypothyroidism","31","thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","244","has a reference match",61,22.0983606557377,41.6344028090684,7,8,12,25,325,1348,"acquired hypothyroidism","31","thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","245","has a reference match",38,17.7894736842105,18.0497179655092,7,8,12,18.75,85,676,"thyroiditis","31","thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","246","has a reference match",8,16.75,12.6688594593199,7,8.5,10,22.75,42,134,"other disorders of thyroid","31","thyroid disorders"
"8_9","ICD-9-CM to ICDA-8","250","has a reference match",355,117.453521126761,1017.98054211908,7,15,26,63,19099,41696,"diabetes mellitus","32","diabetes mellitus"
"8_9","ICD-9-CM to ICDA-8","251","has a reference match",45,35.9111111111111,81.013417020724,7,9,11,26,446,1616,"other disorders of pancreatic internal secretiondisorders of parathyroid gland","33","other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","252","has a reference match",14,20.9285714285714,27.0681882139683,7,10,12,12.75,105,293,"disorders of parathyroid gland","33","other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","253","has a reference match",26,20.3846153846154,31.9362827180333,7,9,10,19.25,168,530,"disorders of the pituitary gland and its hypothalamic control","33","other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","254","has a reference match",3,16.3333333333333,5.85946527708232,12,13,14,18.5,23,49,"diseases of thymus gland","33","other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","255","has a reference match",20,24.1,38.4062768992668,7,10.5,12,16.75,179,482,"disorders of adrenal glands","33","other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","256","has a reference match",5,12.6,6.50384501660364,7,7,10,18,21,63,"ovarian dysfunction","33","other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","257","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"testicular dysfunction","33","other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","258","has a reference match",26,16.1923076923077,16.1270436987545,7,8,11,18,89,421,"polyglandular dysfunction and related disorders","33","other endocrine disorders"
"8_9","ICD-9-CM to ICDA-8","260","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"kwashiorkor","34","nutritional deficiencies"
"8_9","ICD-9-CM to ICDA-8","261","has a reference match",3,15.3333333333333,6.80685928555405,10,11.5,13,18,23,46,"nutritional marasmus","34","nutritional deficiencies"
"8_9","ICD-9-CM to ICDA-8","262","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other severe proteincalorie malnutrition","34","nutritional deficiencies"
"8_9","ICD-9-CM to ICDA-8","268","has a reference match",3,17.3333333333333,13.7961347243833,7,9.5,12,22.5,33,52,"vitamin d deficiency","34","nutritional deficiencies"
"8_9","ICD-9-CM to ICDA-8","270","has a reference match",10,24.7,22.9397762267493,7,8.5,15,29,67,247,"disorders of aminoacid transport and metabolism","35","other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","271","has a reference match",5,13.8,8.07465169527454,7,8,10,18,26,69,"disorders of carbohydrate transport and metabolism","35","other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","272","has a reference match",6,14.3333333333333,7.99166232186187,7,8,13,17.25,28,86,"disorders of lipoid metabolism","36","disorders of lipid metabolism"
"8_9","ICD-9-CM to ICDA-8","273","has a reference match",12,15.3333333333333,18.6124754512731,7,7,9,11.25,72,184,"disorders of plasma protein metabolism","35","other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","274","has a reference match",37,26.3513513513514,63.1836899735895,7,9,13,20,395,975,"gout","37","gout and other crystal arthropathies"
"8_9","ICD-9-CM to ICDA-8","275","has a reference match",37,18.027027027027,27.7603699207726,7,8,10,15,150,667,"disorders of mineral metabolism","35","other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","277","has a reference match",34,29.5588235294118,72.0623430331158,7,8,10.5,18,412,1005,"other and unspecified disorders of metabolism","35","other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","278","has a reference match",177,30.5423728813559,72.6295055011215,7,10,14,25,872,5406,"overweight obesity and other hyperalimentation","35","other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","279","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"disorders involving the immune mechanism","35","other nutritional endocrine immunity and metabolic disorders"
"8_9","ICD-9-CM to ICDA-8","280","has a reference match",59,22.1864406779661,51.1055279337633,7,8,11,17,391,1309,"iron deficiency anemias","38","anemia"
"8_9","ICD-9-CM to ICDA-8","282","has a reference match",13,28.8461538461538,55.125381561561,7,9,12,19,211,375,"hereditary hemolytic anemias","38","anemia"
"8_9","ICD-9-CM to ICDA-8","283","has a reference match",1,14,NA,14,14,14,14,14,14,"acquired hemolytic anemias","38","anemia"
"8_9","ICD-9-CM to ICDA-8","284","has a reference match",18,25.1666666666667,57.5144483126273,7,7.25,8.5,17.25,254,453,"aplastic anemia and other bone marrow failure syndromes","38","anemia"
"8_9","ICD-9-CM to ICDA-8","285","has a reference match",287,48.6968641114983,133.144758321361,7,11,17,40,1716,13976,"other and unspecified anemias","38","anemia"
"8_9","ICD-9-CM to ICDA-8","286","has a reference match",84,39.3214285714286,130.134884677333,7,9.75,14,25,1184,3303,"coagulation defects","39","other hematologic conditions"
"8_9","ICD-9-CM to ICDA-8","287","has a reference match",102,32.8823529411765,145.723207996751,7,8,11.5,23.75,1480,3354,"purpura and other hemorrhagic conditions","39","other hematologic conditions"
"8_9","ICD-9-CM to ICDA-8","288","has a reference match",23,18.7391304347826,28.7958604842375,7,8.5,10,13.5,143,431,"diseases of white blood cells","39","other hematologic conditions"
"8_9","ICD-9-CM to ICDA-8","289","has a reference match",146,36.9246575342466,139.648133467356,7,9,12.5,24,1649,5391,"other diseases of blood and bloodforming organs","39","other hematologic conditions"
"8_9","ICD-9-CM to ICDA-8","290","has a reference match",34,21.7352941176471,37.6598080295156,7,10.25,14,18,231,739,"dementias","40","delirium dementia and other cognitive disorders"
"8_9","ICD-9-CM to ICDA-8","291","has a reference match",29,35.5172413793103,83.9764510739491,7,9,12,22,442,1030,"alcoholinduced mental disorders","41","alcohol and substancerelated disorders"
"8_9","ICD-9-CM to ICDA-8","292","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"druginduced mental disorders","41","alcohol and substancerelated disorders"
"8_9","ICD-9-CM to ICDA-8","294","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"persistent mental disorders due to conditions classified elsewhere","40","delirium dementia and other cognitive disorders"
"8_9","ICD-9-CM to ICDA-8","295","has a reference match",135,92.0148148148148,583.61970066368,7,9,13,31.5,6727,12422,"schizophrenic disorders","42","schizophrenia and other psychotic disorders"
"8_9","ICD-9-CM to ICDA-8","296","has a reference match",141,67.7872340425532,377.897620461087,7,10,15,27,4394,9558,"episodic mood disorders","43","mood and anxiety disorders"
"8_9","ICD-9-CM to ICDA-8","297","has a reference match",27,37.2592592592593,69.7581495611762,7,9,13,24.5,330,1006,"delusional disorders","42","schizophrenia and other psychotic disorders"
"8_9","ICD-9-CM to ICDA-8","298","has a reference match",42,27.8809523809524,41.8605130781792,7,8.25,13,22.5,227,1171,"other nonorganic psychoses","42","schizophrenia and other psychotic disorders"
"8_9","ICD-9-CM to ICDA-8","299","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pervasive developmental disorders","44","disorders usually diagnosed in infancy childhood or adolescence"
"8_9","ICD-9-CM to ICDA-8","300","has a reference match",426,115.68544600939,632.052212753429,7,13,27.5,74.75,12305,49282,"anxiety dissociative and somatoform disorders","43","mood and anxiety disorders"
"8_9","ICD-9-CM to ICDA-8","301","has a reference match",117,54.6923076923077,151.250104675852,7,9,14,28,1370,6399,"personality disorders","45","personality disorders"
"8_9","ICD-9-CM to ICDA-8","303","has a reference match",208,99.3701923076923,623.012831247864,7,10,20,48.25,8870,20669,"alcohol dependence syndrome","41","alcohol and substancerelated disorders"
"8_9","ICD-9-CM to ICDA-8","304","has a reference match",52,37.2115384615385,68.7377330342278,7,9,14,28.75,452,1935,"drug dependence","41","alcohol and substancerelated disorders"
"8_9","ICD-9-CM to ICDA-8","306","has a reference match",22,25,32.6014898870764,7,8.25,14,21,146,550,"physiological malfunction arising from mental factors","46","miscellaneous mental health disorders"
"8_9","ICD-9-CM to ICDA-8","307","has a reference match",147,27.6666666666667,54.2055111858783,7,9,15,25,541,4067,"special symptoms or syndromes not elsewhere classified","46","miscellaneous mental health disorders"
"8_9","ICD-9-CM to ICDA-8","309","has a reference match",136,45.2352941176471,111.284835431203,7,9,14,28,869,6152,"adjustment reaction","47","adjustment disorders"
"8_9","ICD-9-CM to ICDA-8","310","has a reference match",54,20.537037037037,20.7470961486753,7,10,13,23,144,1109,"specific nonpsychotic mental disorders due to brain damage","46","miscellaneous mental health disorders"
"8_9","ICD-9-CM to ICDA-8","311","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"depressive disorder not elsewhere classified","43","mood and anxiety disorders"
"8_9","ICD-9-CM to ICDA-8","314","has a reference match",118,61.5084745762712,193.944381214024,7,10,19,36.75,1698,7258,"hyperkinetic syndrome of childhood","48","attentiondeficit conduct and disruptive behavior disorders"
"8_9","ICD-9-CM to ICDA-8","317","has a reference match",14,27.9285714285714,56.3361672131122,7,10,11.5,14.5,222,391,"mild intellectual disabilities","49","developmental disorders"
"8_9","ICD-9-CM to ICDA-8","318","has a reference match",1,7,NA,7,7,7,7,7,7,"other specified intellectual disabilities","49","developmental disorders"
"8_9","ICD-9-CM to ICDA-8","319","has a reference match",55,30.2363636363636,49.6106931560211,7,9,13,24.5,313,1663,"unspecified intellectual disabilities","49","developmental disorders"
"8_9","ICD-9-CM to ICDA-8","332","has a reference match",56,27.2142857142857,81.1294620368557,7,9,13.5,22,619,1524,"parkinsons disease","51","parkinsons disease"
"8_9","ICD-9-CM to ICDA-8","336","has a reference match",12,20.75,23.9207973415299,7,8,11.5,23,93,249,"other diseases of spinal cord","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","337","has a reference match",2,14,7.07106781186548,9,11.5,14,16.5,19,28,"disorders of the autonomic nervous system","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","339","has a reference match",228,40.1710526315789,120.810448408662,7,10,17,29.75,1650,9159,"other headache syndromes","52","headache including migraine"
"8_9","ICD-9-CM to ICDA-8","340","has a reference match",91,56.8461538461538,263.946708555468,7,9.5,17,27,2518,5173,"multiple sclerosis","53","multiple sclerosis"
"8_9","ICD-9-CM to ICDA-8","341","has a reference match",4,13.75,4.5,7,13.75,16,16,16,55,"other demyelinating diseases of central nervous system","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","342","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hemiplegia and hemiparesis","54","paralysis"
"8_9","ICD-9-CM to ICDA-8","343","has a reference match",34,27.7647058823529,55.4398712357645,7,9.25,13,20,331,944,"infantile cerebral palsy","54","paralysis"
"8_9","ICD-9-CM to ICDA-8","344","has a reference match",193,40.2227979274611,99.1791681464115,7,10,16,30,1160,7763,"other paralytic syndromes","54","paralysis"
"8_9","ICD-9-CM to ICDA-8","345","has a reference match",165,60.4181818181818,313.286630870262,7,10,17,34,3878,9969,"epilepsy and recurrent seizures","55","epilepsyconvulsions"
"8_9","ICD-9-CM to ICDA-8","346","has a reference match",103,43.6310679611651,179.920134258491,7,10,15,27.5,1809,4494,"migraine","52","headache including migraine"
"8_9","ICD-9-CM to ICDA-8","347","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cataplexy and narcolepsy","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","348","has a reference match",113,25.5044247787611,44.1151342458825,7,10,15,25,382,2882,"other conditions of brain","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","353","has a reference match",75,21.52,60.5031515819742,7,9,12,17,531,1614,"nerve root and plexus disorders","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","354","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mononeuritis of upper limb and mononeuritis multiplex","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","355","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mononeuritis of lower limb and unspecified site","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","356","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hereditary and idiopathic peripheral neuropathy","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","357","has a reference match",29,25.5172413793103,46.5292693517096,7,10,13,15,205,740,"inflammatory and toxic neuropathy","50","other nervous system conditions"
"8_9","ICD-9-CM to ICDA-8","360","has a reference match",42,18.1428571428571,26.8033228997246,7,8.25,10.5,15,173,762,"disorders of the globe","56","other eye disorders"
"8_9","ICD-9-CM to ICDA-8","361","has a reference match",6,52.6666666666667,93.4187704193684,8,10,17.5,21.25,243,316,"retinal detachments and defects","57","retinal detachments defects vascular occlusion and retinopathy"
"8_9","ICD-9-CM to ICDA-8","362","has a reference match",32,22.3125,32.9627722565732,7,8,10.5,21.75,180,714,"other retinal disorders","57","retinal detachments defects vascular occlusion and retinopathy"
"8_9","ICD-9-CM to ICDA-8","363","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chorioretinal inflammations scars and other disorders of choroid","56","other eye disorders"
"8_9","ICD-9-CM to ICDA-8","364","has a reference match",29,28.6896551724138,55.8640591386651,7,8,11,24,307,832,"disorders of iris and ciliary body","56","other eye disorders"
"8_9","ICD-9-CM to ICDA-8","365","has a reference match",21,44.4761904761905,98.2703510971743,7,12,19,36,469,934,"glaucoma","58","glaucoma"
"8_9","ICD-9-CM to ICDA-8","366","has a reference match",33,31.6060606060606,82.0255064728113,7,9,13,24,482,1043,"cataract","59","cataract"
"8_9","ICD-9-CM to ICDA-8","369","has a reference match",16,10.4375,5.9662243783932,7,8,8.5,9,30,167,"blindness and low vision","60","blindness and vision defects"
"8_9","ICD-9-CM to ICDA-8","370","has a reference match",44,26.3636363636364,52.2138228642306,7,8,12.5,20.25,338,1160,"keratitis","56","other eye disorders"
"8_9","ICD-9-CM to ICDA-8","371","has a reference match",1,7,NA,7,7,7,7,7,7,"corneal opacity and other disorders of cornea","56","other eye disorders"
"8_9","ICD-9-CM to ICDA-8","372","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"disorders of conjunctiva","56","other eye disorders"
"8_9","ICD-9-CM to ICDA-8","376","has a reference match",28,21.9642857142857,47.0125925942599,7,8.75,11,13.75,257,615,"disorders of the orbit","56","other eye disorders"
"8_9","ICD-9-CM to ICDA-8","377","has a reference match",5,55.6,73.741440181217,7,11,37,38,185,278,"disorders of optic nerve and visual pathways","56","other eye disorders"
"8_9","ICD-9-CM to ICDA-8","379","has a reference match",121,36.3471074380165,90.7574341072401,7,9,13,30,662,4398,"other disorders of eye","56","other eye disorders"
"8_9","ICD-9-CM to ICDA-8","380","has a reference match",134,24.0223880597015,43.9848686247726,7,10,13,23,416,3219,"disorders of external ear","61","other ear and sense organ disorders"
"8_9","ICD-9-CM to ICDA-8","381","has a reference match",265,103.588679245283,614.54851056776,7,10,18,41,9588,27451,"nonsuppurative otitis media and eustachian tube disorders","62","otitis media and related conditions"
"8_9","ICD-9-CM to ICDA-8","383","has a reference match",6,51,41.3376341848442,13,29,35,60.5,127,306,"mastoiditis and related conditions","62","otitis media and related conditions"
"8_9","ICD-9-CM to ICDA-8","384","has a reference match",76,24.9605263157895,58.3235666009258,7,8,11,18,382,1897,"other disorders of tympanic membrane","61","other ear and sense organ disorders"
"8_9","ICD-9-CM to ICDA-8","386","has a reference match",13,30.0769230769231,51.9141302833527,7,10,11,29,200,391,"vertiginous syndromes and other disorders of vestibular system","63","conditions associated with dizziness or vertigo"
"8_9","ICD-9-CM to ICDA-8","389","has a reference match",24,21.625,28.9539552002681,7,7.75,11,17.25,114,519,"hearing loss","61","other ear and sense organ disorders"
"8_9","ICD-9-CM to ICDA-8","393","has a reference match",4,12.75,8.92094912738176,7,7.75,9,14,26,51,"chronic rheumatic pericarditis","64","peri endo and myocarditis cardiomyopathy"
"8_9","ICD-9-CM to ICDA-8","394","has a reference match",78,37.2179487179487,96.6700973704264,7,9.25,15.5,28.75,730,2903,"diseases of mitral valve","65","heart valve disorders"
"8_9","ICD-9-CM to ICDA-8","395","has a reference match",83,36.2771084337349,90.8311638329279,7,8,12,27,733,3011,"diseases of aortic valve","65","heart valve disorders"
"8_9","ICD-9-CM to ICDA-8","396","has a reference match",8,15.375,9.70916356556306,7,9.25,11,20.5,35,123,"diseases of mitral and aortic valves","65","heart valve disorders"
"8_9","ICD-9-CM to ICDA-8","397","has a reference match",1,7,NA,7,7,7,7,7,7,"diseases of other endocardial structures","65","heart valve disorders"
"8_9","ICD-9-CM to ICDA-8","398","has a reference match",62,30.758064516129,59.8615028550181,7,8.25,12.5,21.75,328,1907,"other rheumatic heart disease","64","peri endo and myocarditis cardiomyopathy"
"8_9","ICD-9-CM to ICDA-8","401","has a reference match",356,84.0730337078652,358.982506149638,7,13,26,59.25,6418,29930,"essential hypertension","66","hypertension"
"8_9","ICD-9-CM to ICDA-8","402","has a reference match",23,27.6086956521739,36.9603462331712,7,8,11,21.5,157,635,"hypertensive heart disease","67","hypertension complications"
"8_9","ICD-9-CM to ICDA-8","403","has a reference match",18,24.4444444444444,38.5490096343713,7,9,12,22.5,173,440,"hypertensive chronic kidney disease","67","hypertension complications"
"8_9","ICD-9-CM to ICDA-8","404","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hypertensive heart and chronic kidney disease","67","hypertension complications"
"8_9","ICD-9-CM to ICDA-8","410","has a reference match",155,128.903225806452,696.518930427646,7,10.5,20,42.5,8214,19980,"acute myocardial infarction","68","acute myocardial infarction"
"8_9","ICD-9-CM to ICDA-8","411","has a reference match",84,93,315.365269191216,7,12,18.5,32,2491,7812,"other acute and subacute forms of ischemic heart disease","69","coronary atherosclerosis and other heart disease"
"8_9","ICD-9-CM to ICDA-8","412","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"old myocardial infarction","69","coronary atherosclerosis and other heart disease"
"8_9","ICD-9-CM to ICDA-8","413","has a reference match",141,85.7517730496454,303.518678079723,7,11,19,38,2525,12091,"angina pectoris","69","coronary atherosclerosis and other heart disease"
"8_9","ICD-9-CM to ICDA-8","414","has a reference match",239,121.230125523013,581.935593562575,7,10,24,70,7770,28974,"other forms of chronic ischemic heart disease","69","coronary atherosclerosis and other heart disease"
"8_9","ICD-9-CM to ICDA-8","415","has a reference match",110,41.7545454545455,155.563561826477,7,9,15,23.75,1605,4593,"acute pulmonary heart disease","70","pulmonary heart disease"
"8_9","ICD-9-CM to ICDA-8","416","has a reference match",38,34.5789473684211,65.9170779573062,7,8,11.5,27,311,1314,"chronic pulmonary heart disease","70","pulmonary heart disease"
"8_9","ICD-9-CM to ICDA-8","423","has a reference match",38,31.3421052631579,66.5388633912094,7,7.25,12.5,20.5,405,1191,"other diseases of pericardium","64","peri endo and myocarditis cardiomyopathy"
"8_9","ICD-9-CM to ICDA-8","424","has a reference match",55,20.7090909090909,20.8225952124242,7,8.5,14,24,107,1139,"other diseases of endocardium","65","heart valve disorders"
"8_9","ICD-9-CM to ICDA-8","425","has a reference match",28,29.0357142857143,53.2238335243381,7,8.75,12,18,245,813,"cardiomyopathy","64","peri endo and myocarditis cardiomyopathy"
"8_9","ICD-9-CM to ICDA-8","426","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"conduction disorders","71","conduction disorders"
"8_9","ICD-9-CM to ICDA-8","427","has a reference match",277,113.021660649819,658.665773346689,7,11,21,61,10408,31307,"cardiac dysrhythmias","72","cardiac dysrhythmias arrest chf and ventricular fibrillation"
"8_9","ICD-9-CM to ICDA-8","428","has a reference match",29,34.2068965517241,45.2827460915972,7,11,16,29,190,992,"heart failure","72","cardiac dysrhythmias arrest chf and ventricular fibrillation"
"8_9","ICD-9-CM to ICDA-8","429","has a reference match",69,32.6231884057971,57.7362414089929,7,9,12,27,334,2251,"illdefined descriptions and complications of heart disease","73","other and illdefined heart disease"
"8_9","ICD-9-CM to ICDA-8","430","has a reference match",24,27.125,52.4100160523606,7,8.75,10.5,14.25,259,651,"subarachnoid hemorrhage","74","acute cerebrovascular disease"
"8_9","ICD-9-CM to ICDA-8","431","has a reference match",32,20.5625,33.1496484679459,7,8,11,16.25,182,658,"intracerebral hemorrhage","74","acute cerebrovascular disease"
"8_9","ICD-9-CM to ICDA-8","432","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other and unspecified intracranial hemorrhage","74","acute cerebrovascular disease"
"8_9","ICD-9-CM to ICDA-8","433","has a reference match",21,24.3809523809524,28.1894948349136,7,9,17,31,135,512,"occlusion and stenosis of precerebral arteries","74","acute cerebrovascular disease"
"8_9","ICD-9-CM to ICDA-8","434","has a reference match",55,33.8727272727273,65.3081171704572,7,8,12,25.5,401,1863,"occlusion of cerebral arteries","74","acute cerebrovascular disease"
"8_9","ICD-9-CM to ICDA-8","435","has a reference match",29,34.4137931034483,70.5162176085247,7,11,14,33,390,998,"transient cerebral ischemia","75","transient cerebral ischemia"
"8_9","ICD-9-CM to ICDA-8","436","has a reference match",165,70.6363636363636,240.416105008945,7,11,19,39,2776,11655,"acute but illdefined cerebrovascular disease","74","acute cerebrovascular disease"
"8_9","ICD-9-CM to ICDA-8","437","has a reference match",25,20.08,21.5579065155533,7,8,12,20,97,502,"other and illdefined cerebrovascular disease","76","other and illdefined cerebrovascular disease"
"8_9","ICD-9-CM to ICDA-8","438","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"late effects of cerebrovascular disease","76","other and illdefined cerebrovascular disease"
"8_9","ICD-9-CM to ICDA-8","440","has a reference match",50,23.14,34.4709342217824,7,8,10.5,22.25,205,1157,"atherosclerosis","77","other circulatory disease"
"8_9","ICD-9-CM to ICDA-8","441","has a reference match",27,22.037037037037,33.4623571305033,7,8.5,12,23,181,595,"aortic aneurysm and dissection","77","other circulatory disease"
"8_9","ICD-9-CM to ICDA-8","442","has a reference match",22,19.5909090909091,21.0727969326041,7,8,11,21.75,81,431,"other aneurysm","77","other circulatory disease"
"8_9","ICD-9-CM to ICDA-8","443","has a reference match",44,32.6818181818182,59.2730272110078,7,9,11.5,28.25,341,1438,"other peripheral vascular disease","77","other circulatory disease"
"8_9","ICD-9-CM to ICDA-8","444","has a reference match",32,34.375,59.5990636427853,7,9,13,30.25,333,1100,"arterial embolism and thrombosis","78","aortic and peripheral arterial embolism or thrombosis"
"8_9","ICD-9-CM to ICDA-8","445","has a reference match",NA,NA,NA,NA,NA,NA,NA,NA,NA,"atheroembolism","78","aortic and peripheral arterial embolism or thrombosis"
"8_9","ICD-9-CM to ICDA-8","446","has a reference match",16,14.9375,15.8932637722191,7,8.75,10.5,13,73,239,"polyarteritis nodosa and allied conditions","77","other circulatory disease"
"8_9","ICD-9-CM to ICDA-8","447","has a reference match",115,28.695652173913,53.8948251125564,7,10,14,25,509,3300,"other disorders of arteries and arterioles","77","other circulatory disease"
"8_9","ICD-9-CM to ICDA-8","448","has a reference match",1,18,NA,18,18,18,18,18,18,"disease of capillaries","77","other circulatory disease"
"8_9","ICD-9-CM to ICDA-8","453","has a reference match",86,42.6046511627907,161.250647354452,7,9,13.5,24.75,1448,3664,"other venous embolism and thrombosis","79","phlebitis thrombophlebitis and thromboembolism"
"8_9","ICD-9-CM to ICDA-8","456","has a reference match",20,16.15,11.7485721416869,7,9,12,17.5,52,323,"varicose veins of other sites","80","other diseases of veins and lymphatics"
"8_9","ICD-9-CM to ICDA-8","457","has a reference match",17,20.9411764705882,33.9419920383205,7,9,9,12,143,356,"noninfectious disorders of lymphatic channels","80","other diseases of veins and lymphatics"
"8_9","ICD-9-CM to ICDA-8","459","has a reference match",112,19.0982142857143,23.8682418656144,7,8,11,18,200,2139,"other disorders of circulatory system","80","other diseases of veins and lymphatics"
"8_9","ICD-9-CM to ICDA-8","472","has a reference match",53,32.6603773584906,41.1395109522868,7,9,15,43,229,1731,"chronic pharyngitis and nasopharyngitis","81","other upper respiratory disease"
"8_9","ICD-9-CM to ICDA-8","473","has a reference match",81,30.4197530864198,76.8760144969695,7,10,14,26,685,2464,"chronic sinusitis","82","other upper respiratory infections"
"8_9","ICD-9-CM to ICDA-8","474","has a reference match",77,130.480519480519,615.829919496524,7,11,16,58,5329,10047,"chronic disease of tonsils and adenoids","83","acute and chronic tonsillitis"
"8_9","ICD-9-CM to ICDA-8","476","has a reference match",3,10.3333333333333,3.21455025366432,8,8.5,9,11.5,14,31,"chronic laryngitis and laryngotracheitis","81","other upper respiratory disease"
"8_9","ICD-9-CM to ICDA-8","477","has a reference match",152,29.9144736842105,55.185532233848,7,9,15,24,552,4547,"allergic rhinitis","81","other upper respiratory disease"
"8_9","ICD-9-CM to ICDA-8","478","has a reference match",94,40.968085106383,109.815431875553,7,8,15,27.75,807,3851,"other diseases of upper respiratory tract","81","other upper respiratory disease"
"8_9","ICD-9-CM to ICDA-8","491","has a reference match",116,68.7413793103448,185.280943936248,7,10,14,35.25,1225,7974,"chronic bronchitis","84","chronic obstructive pulmonary disease copd"
"8_9","ICD-9-CM to ICDA-8","492","has a reference match",58,43.1034482758621,98.4958258364233,7,8,11,24.5,669,2500,"emphysema","84","chronic obstructive pulmonary disease copd"
"8_9","ICD-9-CM to ICDA-8","493","has a reference match",214,152.644859813084,1206.92555715477,7,10,15,41.75,17417,32666,"asthma","85","asthma"
"8_9","ICD-9-CM to ICDA-8","494","has a reference match",42,45.1666666666667,128.908346466076,7,8,11,24.75,829,1897,"bronchiectasis","84","chronic obstructive pulmonary disease copd"
