"track","tau","n_emitted","codes_covered","code_coverage","precision","recall","f1"
"8_9",0.85,253,248,0.821192052980132,0.968379446640316,0.768025078369906,0.856643356643357
"8_9",0.86,250,245,0.811258278145695,0.968,0.758620689655172,0.850615114235501
"8_9",0.87,248,243,0.804635761589404,0.967741935483871,0.752351097178683,0.846560846560847
"8_9",0.88,247,242,0.801324503311258,0.967611336032389,0.749216300940439,0.84452296819788
"8_9",0.89,246,242,0.801324503311258,0.971544715447154,0.749216300940439,0.846017699115044
"8_9",0.9,244,240,0.794701986754967,0.971311475409836,0.74294670846395,0.841918294849023
"8_9",0.91,241,238,0.788079470198676,0.975103734439834,0.736677115987461,0.839285714285714
"8_9",0.92,237,235,0.778145695364238,0.978902953586498,0.727272727272727,0.834532374100719
"8_9",0.93,232,230,0.76158940397351,0.978448275862069,0.711598746081505,0.823956442831216
"8_9",0.94,226,225,0.745033112582781,0.982300884955752,0.695924764890282,0.814678899082569
"8_9",0.95,220,219,0.725165562913907,0.981818181818182,0.677115987460815,0.801484230055659
"8_9",0.97,205,205,0.678807947019868,0.995121951219512,0.639498432601881,0.778625954198473
"8_9",0.99,170,170,0.562913907284768,1,0.532915360501567,0.695296523517382
